Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
10,0.2,0.3,0.1,100000,1000,20,500,7,18,2,0.72,0.9,0.9,0.7999999999999999,566.6666666666666,0.001732458854102215,0.006187353050365055,20,25
