Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
10,0.01,0.3,0.0,100000,0,40,1,0,2,0.0,0.0,0.0,0.0,,0.002,0.002,2,1
