Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
10,0.01,0.3,0.1,5000,1000,20,500,14,33,0,0.7021276595744681,1.0,1.0,0.825,517.85,0.05821205821205821,0.1954261954261954,20,47
