Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.2,0.05,0.0,5000,0,30,500,34,2,28,0.05555555555555555,0.06666666666666667,0.06666666666666667,0.0606060606060606,292.0,0.11314475873544093,0.11980033277870217,30,36
