Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
4,0.2,0.05,0.0,100000,1000,40,5,0,2,0.0,0.0,0.0,0.0,,0.00992063492063492,0.00992063492063492,2,5
