Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
6,0.2,0.3,0.0,5000,1000,40,6,0,2,0.0,0.0,0.0,0.0,,0.20689655172413793,0.20689655172413793,2,6
