Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
15,0.01,0.3,0.1,5000,1000,20,298,2,19,0.006666666666666667,0.09523809523809523,0.05,0.012461059190031152,221.0,1.239085239085239,1.2474012474012475,20,300
