Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.01,0.05,0.0,5000,1000,20,155,2,18,0.012738853503184714,0.1,0.1,0.02259887005649718,307.0,0.6444906444906445,0.6528066528066528,20,157
