Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
7,0.01,0.05,0.1,500,0,1,2,10,0.6666666666666666,0.16666666666666666,0.09090909090909091,0.26666666666666666,291.0,0.09088430428065072,0.2726529128419522,11,3
7,0.01,0.05,0.1,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.3635372171226029,0.3635372171226029,4,4
7,0.01,0.05,0.1,100000,0,23,0,11,0.0,0.0,0.0,0.0,,0.010454531198366547,0.010454531198366547,11,23
7,0.01,0.05,0.1,100000,1000,14,0,10,0.0,0.0,0.0,0.0,,0.006363627685962246,0.006363627685962246,10,14
7,0.01,0.3,0.0,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,152.5,0.0,0.909008271975275,11,10
7,0.01,0.3,0.0,500,1000,3,0,4,0.0,0.0,0.0,0.0,,0.2727024815925825,0.2727024815925825,4,3
7,0.01,0.3,0.0,100000,0,15,0,11,0.0,0.0,0.0,0.0,,0.006818178719009673,0.006818178719009673,11,15
7,0.01,0.3,0.0,100000,1000,11,0,10,0.0,0.0,0.0,0.0,,0.00499999772727376,0.00499999772727376,10,11
7,0.01,0.3,0.1,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,137.0,0.0,0.999727347087158,11,11
7,0.01,0.3,0.1,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.3635372171226029,0.3635372171226029,4,4
7,0.01,0.3,0.1,100000,0,15,0,11,0.0,0.0,0.0,0.0,,0.006818172520673836,0.006818172520673836,11,15
7,0.01,0.3,0.1,100000,1000,13,0,10,0.0,0.0,0.0,0.0,,0.005909082851250657,0.005909082851250657,10,13
