Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
2,0.01,0.3,0.0,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,113.5,0.0,0.9999090991728026,11,11
2,0.01,0.3,0.0,500,1000,6,0,4,0.0,0.0,0.0,0.0,,0.545404963185165,0.545404963185165,4,6
2,0.01,0.3,0.0,100000,0,382,10,1,0.025510204081632654,0.9090909090909091,0.9090909090909091,0.04962779156327543,181.5,0.1736362847107797,0.17818173719011945,11,392
2,0.01,0.3,0.0,100000,1000,342,0,10,0.0,0.0,0.0,0.0,,0.15545447479342056,0.15545447479342056,10,342
2,0.01,0.3,0.1,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,147.2,0.0,0.999727347087158,11,11
2,0.01,0.3,0.1,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.3635372171226029,0.3635372171226029,4,4
2,0.01,0.3,0.1,100000,0,390,10,1,0.025,0.9090909090909091,0.9090909090909091,0.04866180048661801,113.5,0.1772724855375197,0.1818179338846356,11,400
2,0.01,0.3,0.1,100000,1000,355,0,10,0.0,0.0,0.0,0.0,,0.1613634163226141,0.1613634163226141,10,355
2,0.2,0.05,0.0,500,0,0,5,6,1.0,0.45454545454545453,0.45454545454545453,0.625,299.2,0.0,0.4545041359876375,11,5
2,0.2,0.05,0.0,500,1000,5,1,3,0.16666666666666666,0.25,0.25,0.2,271.0,0.4545041359876375,0.545404963185165,4,6
2,0.2,0.05,0.0,100000,0,273,1,10,0.0036496350364963502,0.09090909090909091,0.09090909090909091,0.007017543859649123,346.0,0.12409085268597604,0.12454539793391002,11,274
2,0.2,0.05,0.0,100000,1000,246,0,10,0.0,0.0,0.0,0.0,,0.11181813099175864,0.11181813099175864,10,246
2,0.2,0.05,0.1,500,0,1,2,9,0.6666666666666666,0.18181818181818182,0.18181818181818182,0.28571428571428575,212.5,0.09088430428065072,0.2726529128419522,11,3
2,0.2,0.05,0.1,500,1000,2,1,3,0.3333333333333333,0.25,0.25,0.28571428571428575,93.0,0.18176860856130145,0.2726529128419522,4,3
2,0.2,0.05,0.1,100000,0,276,3,8,0.010752688172043012,0.2727272727272727,0.2727272727272727,0.020689655172413796,277.0,0.12545437438039858,0.12681800888453335,11,279
2,0.2,0.05,0.1,100000,1000,256,0,10,0.0,0.0,0.0,0.0,,0.1163634776861668,0.1163634776861668,10,256
2,0.2,0.3,0.0,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,38.2,0.0,0.9999090991728026,11,11
2,0.2,0.3,0.0,500,1000,4,2,2,0.3333333333333333,0.5,0.5,0.4,266.5,0.36360330879011,0.545404963185165,4,6
2,0.2,0.3,0.0,100000,0,641,11,1,0.01687116564417178,0.9166666666666666,0.9090909090909091,0.03313253012048192,34.9,0.29136350392568006,0.2963635016529538,11,652
2,0.2,0.3,0.0,100000,1000,578,9,2,0.015332197614991482,0.8181818181818182,0.8,0.030100334448160536,340.5,0.2627271533058394,0.26681806053724516,10,587
2,0.2,0.3,0.1,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,46.5,0.0,0.999727347087158,11,11
2,0.2,0.3,0.1,500,1000,6,1,3,0.14285714285714285,0.25,0.25,0.18181818181818182,92.0,0.5453058256839044,0.636190129964555,4,7
2,0.2,0.3,0.1,100000,0,666,11,1,0.01624815361890694,0.9166666666666666,0.9090909090909091,0.03193033381712627,50.7,0.3027268599179183,0.3077268530997458,11,677
2,0.2,0.3,0.1,100000,1000,644,5,5,0.007704160246533128,0.5,0.5,0.015174506828528073,381.6,0.2927268735542633,0.2949995977278213,10,649
3,0.01,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
3,0.01,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
3,0.01,0.05,0.0,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
3,0.01,0.05,0.0,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
3,0.01,0.05,0.1,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
3,0.01,0.05,0.1,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
3,0.01,0.05,0.1,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
3,0.01,0.05,0.1,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
3,0.01,0.3,0.0,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,157.5,0.0,0.909008271975275,11,10
