Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.2,0.3,0.1,100000,0,20,1265,24,0,0.018619084561675717,1.0,1.0,0.03655750190403655,45.6,0.3162104736907887,0.32220972378452695,20,1289
