Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
5,0.01,0.3,0.1,5000,0,20,33,22,0,0.4,1.0,1.0,0.5714285714285715,107.6,0.16458852867830426,0.2743142144638404,20,55
