Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.2,0.05,0.1,100000,0,20,71,1,19,0.013888888888888888,0.05,0.05,0.02173913043478261,486.0,0.017747781527309086,0.01799775028121485,20,72
