Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
4,0.01,0.05,0.1,5000,1000,10,500,10,0,10,0.0,0.0,0.0,0.0,,0.08298755186721991,0.08298755186721991,10,10
