Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.01,0.3,0,5000,1000,30,500,8,57,0,0.8769230769230769,1.0,1.0,0.9344262295081968,327.46666666666664,0.02219140083217753,0.18030513176144242,30,65
