Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.01,0.3,0,5000,0,40,500,30,44,0,0.5945945945945946,1.0,1.0,0.7457627118644068,37.275,0.0749063670411985,0.18476903870162298,40,74
