Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.01,0.3,0.1,5000,1000,40,500,20,61,0,0.7530864197530864,1.0,1.0,0.8591549295774648,566.725,0.04162330905306972,0.16857440166493234,40,81
