Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
10,0.2,0.3,0.0,100000,1000,40,500,8,40,0,0.8333333333333334,1.0,1.0,0.9090909090909091,524.525,0.0009900377451890353,0.005940226471134212,40,48
