Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.01,0.3,0,5000,0,10,500,23,12,0,0.34285714285714286,1.0,1.0,0.5106382978723404,50.1,0.22885572139303484,0.3482587064676617,10,35
