Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
8,0.2,0.3,0.1,5000,1000,20,21,11,9,0.34375,0.55,0.55,0.42307692307692313,448.6363636363636,0.08731808731808732,0.13305613305613306,20,32
