Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.2,0.3,0.1,100000,0,20,38,16,4,0.2962962962962963,0.8,0.8,0.43243243243243246,157.8125,0.009498812648418948,0.013498312710911136,20,54
