Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Number of drifts,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
9,0.2,0.3,0.0,5000,1000,20,32,4,16,0.1111111111111111,0.2,0.2,0.14285714285714285,403.25,0.13305613305613306,0.1496881496881497,20,36
