,Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
0,13,0.2,0.05,0.1,100000,1000,20,500,17,3,17,0.15,0.15,0.15,0.15,1345.6666666666667,0.0042074000742482,0.004949882440292,20,20
0,13,0.2,0.05,0.1,100000,1000,30,500,62,7,23,0.1014492753623188,0.2333333333333333,0.2333333333333333,0.1414141414141414,1360.857142857143,0.0102301790281329,0.0113851992409867,30,69
0,13,0.2,0.05,0.1,100000,1000,40,500,34,7,33,0.1707317073170731,0.175,0.175,0.1728395061728395,1304.857142857143,0.0042076604170534,0.0050739434440938,40,41
0,13,0.2,0.05,0.1,5000,0,10,500,10,2,8,0.1666666666666666,0.2,0.2,0.1818181818181818,183.0,0.099502487562189,0.1194029850746268,10,12
0,13,0.2,0.05,0.1,5000,0,20,500,14,3,17,0.1764705882352941,0.15,0.15,0.1621621621621621,156.33333333333334,0.0698254364089775,0.084788029925187,20,17
0,13,0.2,0.05,0.1,5000,0,30,500,15,2,28,0.1176470588235294,0.0666666666666666,0.0666666666666666,0.0851063829787234,291.0,0.0499168053244592,0.0565723793677204,30,17
0,13,0.2,0.05,0.1,5000,0,40,500,40,8,32,0.1666666666666666,0.2,0.2,0.1818181818181818,157.125,0.0998751560549313,0.1198501872659176,40,48
0,13,0.2,0.05,0.1,5000,1000,10,500,8,4,6,0.3333333333333333,0.4,0.4,0.3636363636363636,988.0,0.0663900414937759,0.0995850622406639,10,12
0,13,0.2,0.05,0.1,5000,1000,20,500,18,6,14,0.25,0.3,0.3,0.2727272727272727,1109.1666666666667,0.0748440748440748,0.0997920997920998,20,24
0,13,0.2,0.05,0.1,5000,1000,30,500,29,8,22,0.2162162162162162,0.2666666666666666,0.2666666666666666,0.2388059701492537,1177.125,0.0804438280166435,0.102635228848821,30,37
0,13,0.2,0.05,0.1,5000,1000,40,500,30,8,32,0.2105263157894736,0.2,0.2,0.2051282051282051,1159.125,0.0624349635796045,0.0790842872008324,40,38
0,13,0.2,0.3,0.0,100000,0,10,500,1,10,0,0.9090909090909092,1.0,1.0,0.9523809523809524,86.0,0.0004998750312421,0.005498625343664,10,11
0,13,0.2,0.3,0.0,100000,0,20,500,2,19,1,0.9047619047619048,0.95,0.95,0.9268292682926828,87.05263157894737,0.0004999375078115,0.0052493438320209,20,21
0,13,0.2,0.3,0.0,100000,0,30,500,2,30,0,0.9375,1.0,1.0,0.967741935483871,90.93333333333334,0.0003333055578701,0.0053328889259228,30,32
0,13,0.2,0.3,0.0,100000,0,40,500,1,40,0,0.975609756097561,1.0,1.0,0.9876543209876544,92.0,0.0001249921879882,0.0051246797075182,40,41
0,13,0.2,0.3,0.0,100000,1000,10,500,8,10,0,0.5555555555555556,1.0,1.0,0.7142857142857143,553.7,0.003959415986142,0.0089086859688195,10,18
0,13,0.2,0.3,0.0,100000,1000,20,500,1,20,0,0.9523809523809524,1.0,1.0,0.975609756097561,652.1,0.0002474941220146,0.0051973765623066,20,21
0,13,0.2,0.3,0.0,100000,1000,30,500,25,29,2,0.5370370370370371,0.935483870967742,0.9333333333333332,0.6823529411764706,894.7142857142857,0.0041250721887633,0.0089101559277287,30,54
0,13,0.2,0.3,0.0,100000,1000,40,500,17,40,0,0.7017543859649122,1.0,1.0,0.8247422680412371,540.525,0.0021038302085267,0.0070540189344718,40,57
0,13,0.2,0.3,0.0,5000,0,10,500,8,11,0,0.5789473684210527,1.0,1.0,0.7333333333333334,64.3,0.0796019900497512,0.1890547263681592,10,19
0,13,0.2,0.3,0.0,5000,0,20,500,14,21,0,0.6,1.0,1.0,0.7499999999999999,73.55,0.0698254364089775,0.1745635910224438,20,35
0,13,0.2,0.3,0.0,5000,0,30,500,27,32,0,0.5423728813559322,1.0,1.0,0.7032967032967034,62.53333333333333,0.0898502495840266,0.1963394342762063,30,59
0,13,0.2,0.3,0.0,5000,0,40,500,22,42,0,0.65625,1.0,1.0,0.7924528301886793,59.9,0.0549313358302122,0.1598002496878901,40,64
0,13,0.2,0.3,0.0,5000,1000,10,500,21,24,0,0.5333333333333333,1.0,1.0,0.6956521739130436,448.6,0.1742738589211618,0.3734439834024896,10,45
0,13,0.2,0.3,0.0,5000,1000,20,500,16,33,0,0.673469387755102,1.0,1.0,0.8048780487804877,539.0,0.0665280665280665,0.2037422037422037,20,49
0,13,0.2,0.3,0.0,5000,1000,30,500,47,52,0,0.5252525252525253,1.0,1.0,0.6887417218543047,500.4333333333333,0.130374479889043,0.274618585298197,30,99
0,13,0.2,0.3,0.0,5000,1000,40,500,27,58,0,0.6823529411764706,1.0,1.0,0.8111888111888113,545.175,0.0561914672216441,0.1768990634755463,40,85
0,13,0.2,0.3,0.1,100000,0,10,500,2,10,0,0.8333333333333334,1.0,1.0,0.9090909090909092,90.8,0.0009997500624843,0.0059985003749062,10,12
0,13,0.2,0.3,0.1,100000,0,20,500,105,21,0,0.1666666666666666,1.0,1.0,0.2857142857142857,90.85,0.0262467191601049,0.0314960629921259,20,126
0,13,0.2,0.3,0.1,100000,0,30,500,2,30,0,0.9375,1.0,1.0,0.967741935483871,92.2,0.0003333055578701,0.0053328889259228,30,32
0,13,0.2,0.3,0.1,100000,0,40,500,2,40,0,0.9523809523809524,1.0,1.0,0.975609756097561,89.0,0.0002499843759765,0.0052496718955065,40,42
0,13,0.2,0.3,0.1,100000,1000,10,500,6,10,0,0.625,1.0,1.0,0.7692307692307693,545.7,0.0029695619896065,0.007918831972284,10,16
0,13,0.2,0.3,0.1,100000,1000,20,500,21,29,0,0.58,1.0,1.0,0.7341772151898733,598.5,0.0051973765623066,0.0123747061007301,20,50
0,13,0.2,0.3,0.1,100000,1000,30,500,47,44,1,0.4835164835164835,0.9777777777777776,0.9666666666666668,0.6470588235294118,538.551724137931,0.007755135714875,0.0150152627670984,30,91
0,13,0.2,0.3,0.1,100000,1000,40,500,4,40,0,0.9090909090909092,1.0,1.0,0.9523809523809524,563.325,0.0004950188725945,0.0054452075985396,40,44
0,13,0.2,0.3,0.1,5000,0,10,500,12,10,0,0.4545454545454545,1.0,1.0,0.625,66.4,0.1194029850746268,0.2189054726368159,10,22
0,13,0.2,0.3,0.1,5000,0,20,500,11,20,0,0.6451612903225806,1.0,1.0,0.7843137254901961,55.75,0.054862842892768,0.1546134663341646,20,31
0,13,0.2,0.3,0.1,5000,0,30,500,1,30,0,0.967741935483871,1.0,1.0,0.9836065573770492,88.86666666666666,0.0033277870216306,0.103161397670549,30,31
0,13,0.2,0.3,0.1,5000,0,40,500,23,41,0,0.640625,1.0,1.0,0.780952380952381,52.35,0.0574282147315855,0.1598002496878901,40,64
0,13,0.2,0.3,0.1,5000,1000,10,500,8,17,0,0.68,1.0,1.0,0.8095238095238095,459.3,0.0663900414937759,0.2074688796680497,10,25
0,13,0.2,0.3,0.1,5000,1000,20,500,17,36,0,0.6792452830188679,1.0,1.0,0.8089887640449438,471.5,0.0706860706860706,0.2203742203742204,20,53
0,13,0.2,0.3,0.1,5000,1000,30,500,17,48,0,0.7384615384615385,1.0,1.0,0.8495575221238938,521.3,0.0471567267683772,0.1803051317614424,30,65
0,13,0.2,0.3,0.1,5000,1000,40,500,16,61,0,0.7922077922077922,1.0,1.0,0.8840579710144928,531.525,0.0332986472424557,0.1602497398543184,40,77
0,14,0.01,0.05,0.0,100000,0,10,500,0,10,0,1.0,1.0,1.0,1.0,290.4,0.0,0.0049987503124218,10,10
0,14,0.01,0.05,0.0,100000,0,20,500,0,0,20,0.0,0.0,0.0,0.0,,0.0,0.0,20,0
0,14,0.01,0.05,0.0,100000,0,30,500,0,0,30,0.0,0.0,0.0,0.0,,0.0,0.0,30,0
0,14,0.01,0.05,0.0,100000,0,40,500,4,40,0,0.9090909090909092,1.0,1.0,0.9523809523809524,296.2,0.000499968751953,0.005499656271483,40,44
0,14,0.01,0.05,0.0,100000,1000,10,500,0,10,0,1.0,1.0,1.0,1.0,885.6,0.0,0.0049492699826775,10,10
0,14,0.01,0.05,0.0,100000,1000,20,500,19,0,20,0.0,0.0,0.0,0.0,,0.0047023883182774,0.0047023883182774,20,19
0,14,0.01,0.05,0.0,100000,1000,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0047850837389654,0.0047850837389654,30,29
0,14,0.01,0.05,0.0,100000,1000,40,500,32,0,40,0.0,0.0,0.0,0.0,,0.0039601509807561,0.0039601509807561,40,32
0,14,0.01,0.05,0.0,5000,0,10,500,4,6,4,0.6,0.6,0.6,0.6,324.6666666666667,0.0398009950248756,0.099502487562189,10,10
0,14,0.01,0.05,0.0,5000,0,20,500,4,16,4,0.8,0.8,0.8,0.8000000000000002,316.0,0.0199501246882793,0.0997506234413965,20,20
0,14,0.01,0.05,0.0,5000,0,30,500,11,0,30,0.0,0.0,0.0,0.0,,0.0366056572379367,0.0366056572379367,30,11
0,14,0.01,0.05,0.0,5000,0,40,500,8,33,7,0.8048780487804879,0.825,0.825,0.8148148148148149,338.93939393939394,0.0199750312109862,0.1023720349563046,40,41
0,14,0.01,0.05,0.0,5000,1000,10,500,9,0,10,0.0,0.0,0.0,0.0,,0.0746887966804979,0.0746887966804979,10,9
0,14,0.01,0.05,0.0,5000,1000,20,500,19,0,20,0.0,0.0,0.0,0.0,,0.079002079002079,0.079002079002079,20,19
0,14,0.01,0.05,0.0,5000,1000,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0804438280166435,0.0804438280166435,30,29
0,14,0.01,0.05,0.0,5000,1000,40,500,39,0,40,0.0,0.0,0.0,0.0,,0.0811654526534859,0.0811654526534859,40,39
0,14,0.01,0.05,0.1,100000,0,10,500,2,8,2,0.8,0.8,0.8,0.8000000000000002,396.0,0.0009997500624843,0.0049987503124218,10,10
0,14,0.01,0.05,0.1,100000,0,20,500,23,0,20,0.0,0.0,0.0,0.0,,0.0057492813398325,0.0057492813398325,20,23
0,14,0.01,0.05,0.1,100000,0,30,500,8,24,6,0.75,0.8,0.8,0.7741935483870969,366.3333333333333,0.0013332222314807,0.0053328889259228,30,32
0,14,0.01,0.05,0.1,100000,0,40,500,0,0,40,0.0,0.0,0.0,0.0,,0.0,0.0,40,0
0,14,0.01,0.05,0.1,100000,1000,10,500,7,0,10,0.0,0.0,0.0,0.0,,0.0034644889878742,0.0034644889878742,10,7
0,14,0.01,0.05,0.1,100000,1000,20,500,0,0,20,0.0,0.0,0.0,0.0,,0.0,0.0,20,0
0,14,0.01,0.05,0.1,100000,1000,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0047850837389654,0.0047850837389654,30,29
0,14,0.01,0.05,0.1,100000,1000,40,500,0,0,40,0.0,0.0,0.0,0.0,,0.0,0.0,40,0
0,14,0.01,0.05,0.1,5000,0,10,500,3,7,3,0.7,0.7,0.7,0.7,389.1428571428572,0.0298507462686567,0.099502487562189,10,10
0,14,0.01,0.05,0.1,5000,0,20,500,13,0,20,0.0,0.0,0.0,0.0,,0.0648379052369077,0.0648379052369077,20,13
0,14,0.01,0.05,0.1,5000,0,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0965058236272878,0.0965058236272878,30,29
0,14,0.01,0.05,0.1,5000,0,40,500,24,17,23,0.4146341463414634,0.425,0.425,0.419753086419753,341.7058823529412,0.0599250936329588,0.1023720349563046,40,41
0,14,0.01,0.05,0.1,5000,1000,10,500,3,7,3,0.7,0.7,0.7,0.7,1176.571428571429,0.0248962655601659,0.0829875518672199,10,10
0,14,0.01,0.05,0.1,5000,1000,20,500,8,0,20,0.0,0.0,0.0,0.0,,0.0332640332640332,0.0332640332640332,20,8
0,14,0.01,0.05,0.1,5000,1000,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0804438280166435,0.0804438280166435,30,29
0,14,0.01,0.05,0.1,5000,1000,40,500,18,0,40,0.0,0.0,0.0,0.0,,0.0374609781477627,0.0374609781477627,40,18
0,14,0.01,0.3,0.0,100000,0,10,500,0,10,0,1.0,1.0,1.0,1.0,44.0,0.0,0.0049987503124218,10,10
0,14,0.01,0.3,0.0,100000,0,20,500,0,20,0,1.0,1.0,1.0,1.0,71.35,0.0,0.0049993750781152,20,20
0,14,0.01,0.3,0.0,100000,0,30,500,0,30,0,1.0,1.0,1.0,1.0,50.06666666666667,0.0,0.0049995833680526,30,30
0,14,0.01,0.3,0.0,100000,0,40,500,1,40,0,0.975609756097561,1.0,1.0,0.9876543209876544,49.0,0.0001249921879882,0.0051246797075182,40,41
0,14,0.01,0.3,0.0,100000,1000,10,500,10,15,0,0.6,1.0,1.0,0.7499999999999999,328.5,0.0049492699826775,0.0123731749566938,10,25
0,14,0.01,0.3,0.0,100000,1000,20,500,27,28,0,0.509090909090909,1.0,1.0,0.6746987951807228,537.85,0.0066823412943942,0.0136121767108031,20,55
0,14,0.01,0.3,0.0,100000,1000,30,500,4,30,0,0.8823529411764706,1.0,1.0,0.9375,527.2333333333333,0.0006600115502021,0.005610098176718,30,34
0,14,0.01,0.3,0.0,100000,1000,40,500,5,40,0,0.8888888888888888,1.0,1.0,0.9411764705882352,567.425,0.0006187735907431,0.0055689623166883,40,45
0,14,0.01,0.3,0.0,5000,0,10,500,1,11,0,0.9166666666666666,1.0,1.0,0.9565217391304348,34.1,0.0099502487562189,0.1194029850746268,10,12
0,14,0.01,0.3,0.0,5000,0,20,500,2,23,0,0.92,1.0,1.0,0.9583333333333334,66.85,0.0099750623441396,0.1246882793017456,20,25
0,14,0.01,0.3,0.0,5000,0,30,500,14,33,0,0.7021276595744681,1.0,1.0,0.825,42.36666666666667,0.0465890183028286,0.1564059900166389,30,47
0,14,0.01,0.3,0.0,5000,0,40,500,15,43,0,0.7413793103448276,1.0,1.0,0.8514851485148515,41.25,0.0374531835205992,0.1448189762796504,40,58
0,14,0.01,0.3,0.0,5000,1000,10,500,1,18,0,0.9473684210526316,1.0,1.0,0.972972972972973,494.2,0.0082987551867219,0.1576763485477178,10,19
0,14,0.01,0.3,0.0,5000,1000,20,500,5,38,0,0.8837209302325582,1.0,1.0,0.9382716049382716,319.0,0.0207900207900207,0.1787941787941787,20,43
0,14,0.01,0.3,0.0,5000,1000,30,500,18,45,0,0.7142857142857143,1.0,1.0,0.8333333333333333,486.9666666666666,0.0499306518723994,0.174757281553398,30,63
0,14,0.01,0.3,0.0,5000,1000,40,500,28,56,0,0.6666666666666666,1.0,1.0,0.8,498.325,0.0582726326742976,0.1748178980228928,40,84
0,14,0.01,0.3,0.1,100000,0,10,500,1,10,0,0.9090909090909092,1.0,1.0,0.9523809523809524,53.6,0.0004998750312421,0.005498625343664,10,11
0,14,0.01,0.3,0.1,100000,0,20,500,27,20,0,0.425531914893617,1.0,1.0,0.5970149253731344,179.55,0.0067491563554555,0.0117485314335708,20,47
0,14,0.01,0.3,0.1,100000,0,30,500,0,30,0,1.0,1.0,1.0,1.0,74.13333333333334,0.0,0.0049995833680526,30,30
0,14,0.01,0.3,0.1,100000,0,40,500,0,40,0,1.0,1.0,1.0,1.0,54.375,0.0,0.00499968751953,40,40
0,14,0.01,0.3,0.1,100000,1000,10,500,1,10,0,0.9090909090909092,1.0,1.0,0.9523809523809524,809.1,0.0004949269982677,0.0054441969809453,10,11
0,14,0.01,0.3,0.1,100000,1000,20,500,15,20,0,0.5714285714285714,1.0,1.0,0.7272727272727273,368.15,0.003712411830219,0.008662294270511,20,35
0,14,0.01,0.3,0.1,100000,1000,30,500,9,30,0,0.7692307692307693,1.0,1.0,0.8695652173913044,767.2666666666667,0.0014850259879547,0.0064351126144707,30,39
0,14,0.01,0.3,0.1,100000,1000,40,500,44,44,0,0.5,1.0,1.0,0.6666666666666666,646.625,0.0054452075985396,0.0108904151970793,40,88
0,14,0.01,0.3,0.1,5000,0,10,500,3,11,0,0.7857142857142857,1.0,1.0,0.88,46.3,0.0298507462686567,0.1393034825870646,10,14
0,14,0.01,0.3,0.1,5000,0,20,500,12,22,0,0.6470588235294118,1.0,1.0,0.7857142857142858,41.85,0.0598503740648379,0.169576059850374,20,34
0,14,0.01,0.3,0.1,5000,0,30,500,9,33,0,0.7857142857142857,1.0,1.0,0.88,52.43333333333333,0.0299500831946755,0.1397670549084858,30,42
0,14,0.01,0.3,0.1,5000,0,40,500,13,43,0,0.7678571428571429,1.0,1.0,0.8686868686868687,46.55,0.0324594257178526,0.1398252184769038,40,56
0,14,0.01,0.3,0.1,5000,1000,10,500,6,20,0,0.7692307692307693,1.0,1.0,0.8695652173913044,396.1,0.0497925311203319,0.2157676348547718,10,26
0,14,0.01,0.3,0.1,5000,1000,20,500,11,41,0,0.7884615384615384,1.0,1.0,0.8817204301075269,379.8,0.0457380457380457,0.2162162162162162,20,52
0,14,0.01,0.3,0.1,5000,1000,30,500,21,46,0,0.6865671641791045,1.0,1.0,0.8141592920353982,547.7333333333333,0.058252427184466,0.1858529819694868,30,67
0,14,0.01,0.3,0.1,5000,1000,40,500,44,73,0,0.6239316239316239,1.0,1.0,0.768421052631579,529.25,0.0915712799167533,0.2434963579604578,40,117
0,14,0.2,0.05,0.0,100000,0,10,500,9,0,10,0.0,0.0,0.0,0.0,,0.0044988752811797,0.0044988752811797,10,9
0,14,0.2,0.05,0.0,100000,0,20,500,19,0,20,0.0,0.0,0.0,0.0,,0.0047494063242094,0.0047494063242094,20,19
0,14,0.2,0.05,0.0,100000,0,30,500,29,0,30,0.0,0.0,0.0,0.0,,0.0048329305891175,0.0048329305891175,30,29
0,14,0.2,0.05,0.0,100000,0,40,500,56,3,37,0.0508474576271186,0.075,0.075,0.0606060606060606,406.3333333333333,0.006999562527342,0.0073745390913067,40,59
0,14,0.2,0.05,0.0,100000,1000,10,500,11,5,5,0.3125,0.5,0.5,0.3846153846153846,1283.6,0.0054441969809453,0.007918831972284,10,16
0,14,0.2,0.05,0.0,100000,1000,20,500,11,8,12,0.4210526315789473,0.4,0.4,0.4102564102564102,1278.875,0.0027224353421606,0.0047023883182774,20,19
0,14,0.2,0.05,0.0,100000,1000,30,500,20,9,21,0.3103448275862069,0.3,0.3,0.3050847457627119,1254.7777777777778,0.0033000577510106,0.0047850837389654,30,29
0,14,0.2,0.05,0.0,100000,1000,40,500,32,7,33,0.1794871794871795,0.175,0.175,0.1772151898734177,1386.7142857142858,0.0039601509807561,0.0048264340077965,40,39
0,14,0.2,0.05,0.0,5000,0,10,500,5,1,9,0.1666666666666666,0.1,0.1,0.125,253.0,0.0497512437810945,0.0597014925373134,10,6
0,14,0.2,0.05,0.0,5000,0,20,500,21,2,18,0.0869565217391304,0.1,0.1,0.0930232558139534,206.0,0.1047381546134663,0.1147132169576059,20,23
0,14,0.2,0.05,0.0,5000,0,30,500,37,4,26,0.0975609756097561,0.1333333333333333,0.1333333333333333,0.1126760563380281,331.0,0.1231281198003327,0.1364392678868552,30,41
0,14,0.2,0.05,0.0,5000,0,40,500,32,2,38,0.0588235294117647,0.05,0.05,0.054054054054054,301.0,0.079900124843945,0.0848938826466916,40,34
0,14,0.2,0.05,0.0,5000,1000,10,500,10,4,6,0.2857142857142857,0.4,0.4,0.3333333333333333,1020.75,0.0829875518672199,0.1161825726141078,10,14
0,14,0.2,0.05,0.0,5000,1000,20,500,16,2,18,0.1111111111111111,0.1,0.1,0.1052631578947368,708.5,0.0665280665280665,0.0748440748440748,20,18
0,14,0.2,0.05,0.0,5000,1000,30,500,29,3,27,0.09375,0.1,0.1,0.0967741935483871,1313.0,0.0804438280166435,0.0887656033287101,30,32
0,14,0.2,0.05,0.0,5000,1000,40,500,46,8,32,0.1481481481481481,0.2,0.2,0.1702127659574468,1171.375,0.0957336108220603,0.1123829344432882,40,54
0,14,0.2,0.05,0.1,100000,0,10,500,8,1,9,0.1111111111111111,0.1,0.1,0.1052631578947368,492.0,0.0039990002499375,0.0044988752811797,10,9
0,14,0.2,0.05,0.1,100000,0,20,500,114,2,18,0.0172413793103448,0.1,0.1,0.0294117647058823,176.5,0.0284964379452568,0.0289963754530683,20,116
0,14,0.2,0.05,0.1,100000,0,30,500,28,1,29,0.0344827586206896,0.0333333333333333,0.0333333333333333,0.0338983050847457,481.0,0.0046662778101824,0.0048329305891175,30,29
0,14,0.2,0.05,0.1,100000,0,40,500,40,0,40,0.0,0.0,0.0,0.0,,0.00499968751953,0.00499968751953,40,40
0,14,0.2,0.05,0.1,100000,1000,10,500,9,0,10,0.0,0.0,0.0,0.0,,0.0044543429844097,0.0044543429844097,10,9
0,14,0.2,0.05,0.1,100000,1000,20,500,18,2,18,0.1,0.1,0.1,0.1,1347.0,0.0044548941962628,0.004949882440292,20,20
0,14,0.2,0.05,0.1,100000,1000,30,500,29,1,29,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,1111.0,0.0047850837389654,0.0049500866265159,30,30
0,14,0.2,0.05,0.1,100000,1000,40,500,65,3,37,0.0441176470588235,0.075,0.075,0.0555555555555555,1038.0,0.0080440566796609,0.0084153208341068,40,68
0,14,0.2,0.05,0.1,5000,0,10,500,15,1,9,0.0625,0.1,0.1,0.0769230769230769,63.0,0.1492537313432836,0.1592039800995024,10,16
0,14,0.2,0.05,0.1,5000,0,20,500,35,2,18,0.054054054054054,0.1,0.1,0.0701754385964912,167.5,0.1745635910224438,0.1845386533665835,20,37
0,14,0.2,0.05,0.1,5000,0,30,500,47,2,28,0.0408163265306122,0.0666666666666666,0.0666666666666666,0.050632911392405,167.5,0.1564059900166389,0.1630615640599002,30,49
0,14,0.2,0.05,0.1,5000,0,40,500,34,2,38,0.0555555555555555,0.05,0.05,0.0526315789473684,385.5,0.0848938826466916,0.0898876404494382,40,36
0,14,0.2,0.05,0.1,5000,1000,10,500,14,4,6,0.2222222222222222,0.4,0.4,0.2857142857142857,705.0,0.1161825726141078,0.1493775933609958,10,18
0,14,0.2,0.05,0.1,5000,1000,20,500,20,8,13,0.2857142857142857,0.3809523809523809,0.35,0.3265306122448979,690.2857142857143,0.0831600831600831,0.1164241164241164,20,28
0,14,0.2,0.05,0.1,5000,1000,30,500,9,3,27,0.25,0.1,0.1,0.1428571428571428,518.0,0.0249653259361997,0.0332871012482662,30,12
0,14,0.2,0.05,0.1,5000,1000,40,500,58,14,28,0.1944444444444444,0.3333333333333333,0.3,0.2456140350877192,862.75,0.1207075962539021,0.1498439125910509,40,72
0,14,0.2,0.3,0.0,100000,0,10,500,1,10,0,0.9090909090909092,1.0,1.0,0.9523809523809524,92.0,0.0004998750312421,0.005498625343664,10,11
0,14,0.2,0.3,0.0,100000,0,20,500,2,20,0,0.9090909090909092,1.0,1.0,0.9523809523809524,89.6,0.0004999375078115,0.0054993125859267,20,22
0,14,0.2,0.3,0.0,100000,0,30,500,1,30,0,0.967741935483871,1.0,1.0,0.9836065573770492,93.6,0.000166652778935,0.0051662361469877,30,31
0,14,0.2,0.3,0.0,100000,0,40,500,2,40,0,0.9523809523809524,1.0,1.0,0.975609756097561,87.2,0.0002499843759765,0.0052496718955065,40,42
0,14,0.2,0.3,0.0,100000,1000,10,500,8,15,0,0.6521739130434783,1.0,1.0,0.7894736842105263,502.6,0.003959415986142,0.0113833209601583,10,23
0,14,0.2,0.3,0.0,100000,1000,20,500,7,20,0,0.7407407407407407,1.0,1.0,0.851063829787234,525.85,0.0017324588541022,0.0066823412943942,20,27
0,14,0.2,0.3,0.0,100000,1000,30,500,7,30,0,0.8108108108108109,1.0,1.0,0.8955223880597014,518.0333333333333,0.0011550202128537,0.0061051068393696,30,37
0,14,0.2,0.3,0.0,100000,1000,40,500,9,40,0,0.8163265306122449,1.0,1.0,0.898876404494382,522.2,0.0011137924633376,0.0060639811892828,40,49
0,14,0.2,0.3,0.0,5000,0,10,500,1,11,0,0.9166666666666666,1.0,1.0,0.9565217391304348,66.1,0.0099502487562189,0.1194029850746268,10,12
0,14,0.2,0.3,0.0,5000,0,20,500,11,21,0,0.65625,1.0,1.0,0.7924528301886793,55.25,0.054862842892768,0.1596009975062344,20,32
0,14,0.2,0.3,0.0,5000,0,30,500,17,31,0,0.6458333333333334,1.0,1.0,0.7848101265822784,59.0,0.0565723793677204,0.1597337770382695,30,48
0,14,0.2,0.3,0.0,5000,0,40,500,33,42,0,0.56,1.0,1.0,0.717948717948718,61.825,0.0823970037453183,0.1872659176029962,40,75
0,14,0.2,0.3,0.0,5000,1000,10,500,12,18,0,0.6,1.0,1.0,0.7499999999999999,502.1,0.0995850622406639,0.2489626556016597,10,30
0,14,0.2,0.3,0.0,5000,1000,20,500,83,50,0,0.3759398496240601,1.0,1.0,0.5464480874316939,359.4,0.3451143451143451,0.5530145530145529,20,133
0,14,0.2,0.3,0.0,5000,1000,30,500,23,38,0,0.6229508196721312,1.0,1.0,0.7676767676767677,551.0,0.0638002773925104,0.1692094313453536,30,61
0,14,0.2,0.3,0.0,5000,1000,40,500,29,59,0,0.6704545454545454,1.0,1.0,0.8027210884353742,513.9,0.060353798126951,0.1831425598335067,40,88
0,14,0.2,0.3,0.1,100000,0,10,500,1,10,0,0.9090909090909092,1.0,1.0,0.9523809523809524,85.6,0.0004998750312421,0.005498625343664,10,11
0,14,0.2,0.3,0.1,100000,0,20,500,177,16,4,0.082901554404145,0.8,0.8,0.1502347417840376,164.5625,0.0442444694413198,0.048243969503812,20,193
0,14,0.2,0.3,0.1,100000,0,30,500,1,30,0,0.967741935483871,1.0,1.0,0.9836065573770492,89.4,0.000166652778935,0.0051662361469877,30,31
0,14,0.2,0.3,0.1,100000,0,40,500,323,42,1,0.1150684931506849,0.9767441860465116,0.975,0.2058823529411765,81.64102564102564,0.0403724767202049,0.0456221486157115,40,365
0,14,0.2,0.3,0.1,100000,1000,10,500,2,10,0,0.8333333333333334,1.0,1.0,0.9090909090909092,622.8,0.0009898539965355,0.005939123979213,10,12
0,14,0.2,0.3,0.1,100000,1000,20,500,2,20,0,0.9090909090909092,1.0,1.0,0.9523809523809524,556.0,0.0004949882440292,0.0054448706843212,20,22
0,14,0.2,0.3,0.1,100000,1000,30,500,17,30,0,0.6382978723404256,1.0,1.0,0.7792207792207793,743.3,0.002805049088359,0.007755135714875,30,47
0,14,0.2,0.3,0.1,100000,1000,40,500,50,57,0,0.5327102803738317,1.0,1.0,0.6951219512195121,550.575,0.0061877359074314,0.0132417548419033,40,107
0,14,0.2,0.3,0.1,5000,0,10,500,10,12,0,0.5454545454545454,1.0,1.0,0.7058823529411764,77.5,0.099502487562189,0.2189054726368159,10,22
0,14,0.2,0.3,0.1,5000,0,20,500,22,22,0,0.5,1.0,1.0,0.6666666666666666,79.15,0.1097256857855361,0.2194513715710723,20,44
0,14,0.2,0.3,0.1,5000,0,30,500,30,35,0,0.5384615384615384,1.0,1.0,0.7000000000000001,59.4,0.0998336106489184,0.21630615640599,30,65
0,14,0.2,0.3,0.1,5000,0,40,500,7,41,0,0.8541666666666666,1.0,1.0,0.9213483146067416,72.65,0.0174781523096129,0.1198501872659176,40,48
0,14,0.2,0.3,0.1,5000,1000,10,500,15,21,0,0.5833333333333334,1.0,1.0,0.7368421052631579,463.7,0.1244813278008298,0.2987551867219917,10,36
0,14,0.2,0.3,0.1,5000,1000,20,500,28,40,0,0.5882352941176471,1.0,1.0,0.7407407407407407,479.85,0.1164241164241164,0.2827442827442827,20,68
0,14,0.2,0.3,0.1,5000,1000,30,500,16,45,0,0.7377049180327869,1.0,1.0,0.8490566037735848,548.1,0.044382801664355,0.1692094313453536,30,61
0,14,0.2,0.3,0.1,5000,1000,40,500,16,59,0,0.7866666666666666,1.0,1.0,0.8805970149253731,543.55,0.0332986472424557,0.1560874089490114,40,75
0,15,0.01,0.05,0.0,100000,0,10,500,1,9,1,0.9,0.9,0.9,0.9,310.6666666666667,0.0004998750312421,0.0049987503124218,10,10
