Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
13,0.01,0.3,0.0,5000,1000,20,500,15,26,0,0.6341463414634146,1.0,1.0,0.7761194029850745,488.05,0.062370062370062374,0.1704781704781705,20,41
