Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.01,0.3,0.0,5000,1000,10,500,8,13,0,0.6190476190476191,1.0,1.0,0.7647058823529412,494.0,0.06639004149377593,0.17427385892116184,10,21
