Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,Drifts,Valid Delay,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
1,0.01,0.3,0.0,5000,1000,20,500,24,35,0,0.5932203389830508,1.0,1.0,0.7446808510638298,515.55,0.0997920997920998,0.24532224532224534,20,59
