,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
11,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
289,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
300,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
423,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
515,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
790,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1006,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1815,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
1833,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1919,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2459,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3048,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
3051,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
3552,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3943,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3981,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
4447,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4475,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
4849,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
4850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4871,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5051,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
5052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5139,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5340,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
5425,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
5640,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7533,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7545,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
7844,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
8345,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
10001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10006,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
10011,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
10025,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
10026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10082,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
10680,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
10784,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
10818,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
11285,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12545,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14744,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
14897,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
15245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15371,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
15372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18926,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20021,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20051,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
20077,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
20078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20838,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20929,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
20954,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
21339,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
22288,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
22791,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
23637,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
23911,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24920,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30028,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
30037,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
30038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30256,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
30284,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
30286,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
30302,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
30803,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
30864,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31041,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31191,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
31692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31744,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31905,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
32569,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32740,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
32764,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
33201,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
33202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33420,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33430,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
33432,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
33453,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
33933,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
33960,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
34166,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
34533,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
34604,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
34848,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
35105,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
35959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37170,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37992,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
37993,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
38494,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
40000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
40001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
40061,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
40068,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
40069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40684,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
40685,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
41088,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
41089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41147,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
41716,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
41725,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
41767,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
41795,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
42316,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
42395,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
42628,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
42882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42884,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43519,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
44020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44480,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48799,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
49300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50029,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50050,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
50051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50145,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
50151,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
50665,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
50998,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
51044,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
51049,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
52141,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
52159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52258,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
52412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52960,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54237,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55775,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
55776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55871,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
56438,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
58381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59512,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60020,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
60055,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
60063,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
60064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60126,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
60225,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
60591,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
60726,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
61149,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
61295,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
61609,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
61698,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
61719,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
61720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61895,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
61907,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
61951,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
61968,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
61969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62173,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
62174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62235,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
62484,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
62987,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
63187,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
63498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66672,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
67173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
