,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
399,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
405,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
421,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
446,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1958,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11390,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
11572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11733,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11791,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
11945,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
12021,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
12042,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
12248,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
13356,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0
13357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13457,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
14097,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
15444,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
16045,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
16528,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
16945,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
18529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23276,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23322,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23537,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
23542,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
23543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23685,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
23832,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
23836,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
24059,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
25560,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
26609,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
26617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27773,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
27774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27947,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
28202,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28367,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
28489,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
28597,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
28607,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
29990,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
30098,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
30197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35293,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35497,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35539,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
35540,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35570,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35572,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
35726,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
35991,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
36033,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
36123,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0
36124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37200,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
38295,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
38324,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
38325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38426,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
38469,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
38747,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
40008,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
41424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47412,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47506,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47538,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
47703,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
47885,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
47886,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
48015,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0
48016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48131,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
48230,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
49694,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
49725,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50345,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
50349,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
51533,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
51851,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
53373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53623,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
54669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59311,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59377,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
59378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59632,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
59651,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
59667,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
59678,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
59737,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
60753,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
60754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60852,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
60866,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
61277,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
61295,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
62781,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
64455,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
65002,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
65053,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
65956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71313,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71497,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
71498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71613,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
71666,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
72049,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
72050,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
72219,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
72256,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0
72257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72369,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
72749,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
74317,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
74954,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
76928,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
77613,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
78429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83264,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83574,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83576,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
83577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83612,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
84029,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
84167,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
84188,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
84395,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
85024,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0
85025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85131,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
85758,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
85764,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
85782,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
85783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85987,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
85996,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
86900,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
87671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
88403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95254,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
