,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
41,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
374,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1307,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
1411,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
1542,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1628,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
3024,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
3030,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
3119,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
3792,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
3810,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
4531,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11334,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11534,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
11785,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
12000,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
12002,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
12254,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
12259,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0
12260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12372,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12378,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
13790,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
13816,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
16304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23363,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
