,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
895,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2186,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2381,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
4428,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
5536,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11248,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11373,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11397,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
11398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11447,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11453,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
11580,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
12003,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
12173,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
12223,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
12224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12319,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12879,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
12885,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
14366,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
14386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15554,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15560,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23327,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23563,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23712,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
23753,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
24122,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
24224,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
24225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24318,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
25809,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
26321,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
26421,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
27709,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
27822,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
29110,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
30227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35328,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35487,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35543,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
35544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35602,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35714,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
35989,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
36032,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
36317,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
36318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36703,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36975,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
36977,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
38547,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
38606,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
38842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40691,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
42192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47591,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47769,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
47861,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
47873,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
48257,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
48258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48357,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
48906,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
49499,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
50973,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
51000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51367,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52033,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
53534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59297,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59612,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59741,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
59966,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
60107,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
61608,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
