,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
29,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
37,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
41,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
126,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
145,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
354,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
520,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1227,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
1562,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2689,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
2690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2752,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2854,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
3319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3643,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3679,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4127,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4194,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4246,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
4252,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
4753,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
4803,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4914,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
5269,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
5417,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
5770,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10010,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
10011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10078,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
10696,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
10700,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
10701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10779,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10784,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
10966,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
11062,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
11458,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
11459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11523,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
12003,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12254,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12567,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
12568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12628,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12637,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
13130,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
13133,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
13134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13209,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
13244,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
13790,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
13793,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
13794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13850,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13895,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
14396,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
