,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
17,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
566,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2294,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2717,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
3679,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
3898,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4015,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4516,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7546,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
7591,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
7592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7737,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
8147,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
8149,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
8164,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
8165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8296,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
8746,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8772,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
9539,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
9584,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9682,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
10000,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
10001,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
10016,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
10017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10100,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
10242,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
10630,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
10743,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
11314,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11373,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
11385,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
11412,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0
11886,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
12298,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
12595,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
12599,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
12649,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
13268,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
13439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13510,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14249,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17865,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
