,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
24,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
130,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
135,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2294,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2717,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
3679,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
3898,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4015,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4516,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7546,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
7591,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
7592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7737,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
8147,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
8149,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
8150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8776,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9110,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
9539,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
10000,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
10001,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
10016,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
10017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10088,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10100,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
10242,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
10630,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
10743,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
11314,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11373,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
11385,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
11386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11496,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11674,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
11797,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11860,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
12366,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12595,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
12599,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
12600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12724,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12935,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
12938,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
12939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12993,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13510,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
13709,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
13965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13985,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14249,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14986,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17865,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19938,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
19939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20040,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
20055,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
20109,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
20111,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
20112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20170,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
20269,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
20749,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20770,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20959,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22260,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22263,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
22764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22838,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
23339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25385,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
