,ADWIN,CUSUM,DDM,EDDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200256,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
200257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200338,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200724,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
201610,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201737,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
201753,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
202238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202501,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
203002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
203352,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
203853,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
203992,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
204976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205052,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
205553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205706,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
206207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
206354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
206526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206646,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
